# Wavelength(μm)  CH4_only    Sorg_1x     Sorg_10x      Sorg_20x      Sorg_50x
9.5250E+00    2.8994E-03    2.8985E-03    2.9304E-03    2.9426E-03    2.9628E-03
9.5631E+00    2.8948E-03    2.8949E-03    2.9326E-03    2.9451E-03    2.9638E-03
9.6014E+00    2.8949E-03    2.8956E-03    2.9383E-03    2.9511E-03    2.9643E-03
9.6397E+00    2.8937E-03    2.8945E-03    2.9317E-03    2.9440E-03    2.9636E-03
9.6783E+00    2.8927E-03    2.8930E-03    2.9285E-03    2.9407E-03    2.9625E-03
9.7170E+00    2.8939E-03    2.8939E-03    2.9381E-03    2.9501E-03    2.9632E-03
9.7558E+00    2.8903E-03    2.8916E-03    2.9313E-03    2.9437E-03    2.9632E-03
9.7949E+00    2.8892E-03    2.8910E-03    2.9325E-03    2.9448E-03    2.9636E-03
9.8340E+00    2.8910E-03    2.8922E-03    2.9355E-03    2.9474E-03    2.9634E-03
9.8733E+00    2.8908E-03    2.8918E-03    2.9365E-03    2.9486E-03    2.9631E-03
9.9128E+00    2.8904E-03    2.8912E-03    2.9340E-03    2.9453E-03    2.9624E-03
9.9525E+00    2.8895E-03    2.8900E-03    2.9316E-03    2.9429E-03    2.9617E-03
9.9923E+00    2.8901E-03    2.8905E-03    2.9364E-03    2.9480E-03    2.9626E-03
1.0032E+01    2.8889E-03    2.8891E-03    2.9344E-03    2.9449E-03    2.9607E-03
1.0072E+01    2.8896E-03    2.8897E-03    2.9334E-03    2.9449E-03    2.9609E-03
1.0113E+01    2.8918E-03    2.8917E-03    2.9435E-03    2.9533E-03    2.9619E-03
1.0153E+01    2.8932E-03    2.8926E-03    2.9287E-03    2.9391E-03    2.9600E-03
1.0194E+01    2.8937E-03    2.8929E-03    2.9314E-03    2.9424E-03    2.9594E-03
1.0234E+01    2.8959E-03    2.8949E-03    2.9338E-03    2.9435E-03    2.9602E-03
1.0275E+01    2.8979E-03    2.8979E-03    2.9362E-03    2.9479E-03    2.9635E-03
1.0316E+01    2.8962E-03    2.8957E-03    2.9469E-03    2.9570E-03    2.9632E-03
1.0358E+01    2.8941E-03    2.8932E-03    2.9311E-03    2.9417E-03    2.9618E-03
1.0399E+01    2.8917E-03    2.8908E-03    2.9313E-03    2.9419E-03    2.9621E-03
1.0441E+01    2.8946E-03    2.8935E-03    2.9321E-03    2.9419E-03    2.9625E-03
1.0482E+01    2.8978E-03    2.8965E-03    2.9368E-03    2.9456E-03    2.9633E-03
1.0524E+01    2.8983E-03    2.8973E-03    2.9542E-03    2.9615E-03    2.9636E-03
1.0566E+01    2.8967E-03    2.8953E-03    2.9414E-03    2.9499E-03    2.9610E-03
1.0609E+01    2.8948E-03    2.8933E-03    2.9331E-03    2.9412E-03    2.9590E-03
1.0651E+01    2.8939E-03    2.8923E-03    2.9264E-03    2.9342E-03    2.9567E-03
1.0694E+01    2.8934E-03    2.8920E-03    2.9249E-03    2.9324E-03    2.9558E-03
1.0736E+01    2.8932E-03    2.8919E-03    2.9292E-03    2.9362E-03    2.9536E-03
1.0779E+01    2.8931E-03    2.8919E-03    2.9222E-03    2.9295E-03    2.9533E-03
1.0822E+01    2.8944E-03    2.8931E-03    2.9306E-03    2.9383E-03    2.9524E-03
1.0866E+01    2.8958E-03    2.8946E-03    2.9249E-03    2.9319E-03    2.9518E-03
1.0909E+01    2.8949E-03    2.8943E-03    2.9337E-03    2.9409E-03    2.9535E-03
1.0953E+01    2.8955E-03    2.8948E-03    2.9244E-03    2.9310E-03    2.9503E-03
1.0997E+01    2.8977E-03    2.8970E-03    2.9303E-03    2.9365E-03    2.9503E-03
1.1041E+01    2.8989E-03    2.8988E-03    2.9300E-03    2.9360E-03    2.9494E-03
1.1085E+01    2.9031E-03    2.9036E-03    2.9351E-03    2.9417E-03    2.9498E-03
1.1129E+01    2.9022E-03    2.9026E-03    2.9481E-03    2.9549E-03    2.9503E-03
1.1174E+01    2.9027E-03    2.9031E-03    2.9389E-03    2.9447E-03    2.9487E-03
1.1218E+01    2.9080E-03    2.9086E-03    2.9432E-03    2.9488E-03    2.9478E-03
1.1263E+01    2.9103E-03    2.9108E-03    2.9421E-03    2.9469E-03    2.9466E-03
1.1308E+01    2.9121E-03    2.9126E-03    2.9415E-03    2.9461E-03    2.9456E-03
1.1353E+01    2.9102E-03    2.9106E-03    2.9397E-03    2.9445E-03    2.9436E-03
1.1399E+01    2.9140E-03    2.9145E-03    2.9428E-03    2.9472E-03    2.9422E-03
1.1444E+01    2.9175E-03    2.9180E-03    2.9467E-03    2.9509E-03    2.9420E-03
1.1490E+01    2.9228E-03    2.9235E-03    2.9563E-03    2.9615E-03    2.9415E-03
1.1536E+01    2.9247E-03    2.9257E-03    2.9577E-03    2.9624E-03    2.9417E-03
1.1582E+01    2.9267E-03    2.9272E-03    2.9603E-03    2.9653E-03    2.9415E-03
1.1628E+01    2.9314E-03    2.9319E-03    2.9666E-03    2.9718E-03    2.9410E-03
1.1675E+01    2.9359E-03    2.9364E-03    2.9742E-03    2.9800E-03    2.9412E-03
1.1722E+01    2.9264E-03    2.9269E-03    2.9576E-03    2.9620E-03    2.9385E-03
1.1769E+01    2.9368E-03    2.9373E-03    2.9738E-03    2.9789E-03    2.9417E-03
1.1816E+01    2.9316E-03    2.9320E-03    2.9663E-03    2.9717E-03    2.9391E-03
1.1863E+01    2.9302E-03    2.9306E-03    2.9638E-03    2.9689E-03    2.9380E-03
1.1910E+01    2.9378E-03    2.9381E-03    2.9724E-03    2.9774E-03    2.9406E-03
1.1958E+01    2.9312E-03    2.9316E-03    2.9638E-03    2.9686E-03    2.9385E-03
1.2006E+01    2.9307E-03    2.9312E-03    2.9649E-03    2.9702E-03    2.9384E-03
1.2054E+01    2.9245E-03    2.9247E-03    2.9538E-03    2.9581E-03    2.9379E-03
1.2102E+01    2.9435E-03    2.9441E-03    2.9822E-03    2.9877E-03    2.9433E-03
1.2150E+01    2.9345E-03    2.9348E-03    2.9686E-03    2.9737E-03    2.9415E-03
1.2199E+01    2.9330E-03    2.9334E-03    2.9659E-03    2.9706E-03    2.9411E-03
1.2248E+01    2.9296E-03    2.9298E-03    2.9597E-03    2.9639E-03    2.9405E-03
1.2297E+01    2.9358E-03    2.9361E-03    2.9689E-03    2.9736E-03    2.9424E-03
1.2346E+01    2.9361E-03    2.9363E-03    2.9688E-03    2.9734E-03    2.9424E-03
1.2395E+01    2.9385E-03    2.9388E-03    2.9722E-03    2.9768E-03    2.9420E-03
1.2445E+01    2.9338E-03    2.9340E-03    2.9659E-03    2.9705E-03    2.9409E-03
1.2495E+01    2.9340E-03    2.9342E-03    2.9663E-03    2.9709E-03    2.9409E-03
1.2544E+01    2.9306E-03    2.9308E-03    2.9619E-03    2.9664E-03    2.9390E-03
1.2595E+01    2.9242E-03    2.9241E-03    2.9515E-03    2.9555E-03    2.9374E-03
1.2645E+01    2.9276E-03    2.9273E-03    2.9546E-03    2.9590E-03    2.9396E-03
1.2696E+01    2.9240E-03    2.9243E-03    2.9540E-03    2.9583E-03    2.9396E-03
1.2746E+01    2.9226E-03    2.9228E-03    2.9516E-03    2.9558E-03    2.9391E-03
1.2797E+01    2.9183E-03    2.9184E-03    2.9442E-03    2.9479E-03    2.9393E-03
1.2848E+01    2.9183E-03    2.9180E-03    2.9432E-03    2.9470E-03    2.9381E-03
1.2900E+01    2.9200E-03    2.9197E-03    2.9473E-03    2.9521E-03    2.9385E-03
1.2951E+01    2.9182E-03    2.9180E-03    2.9436E-03    2.9475E-03    2.9366E-03
1.3003E+01    2.9167E-03    2.9159E-03    2.9398E-03    2.9440E-03    2.9349E-03
1.3055E+01    2.9148E-03    2.9140E-03    2.9357E-03    2.9395E-03    2.9340E-03
1.3107E+01    2.9114E-03    2.9104E-03    2.9313E-03    2.9350E-03    2.9337E-03
1.3160E+01    2.9130E-03    2.9117E-03    2.9294E-03    2.9329E-03    2.9350E-03
1.3212E+01    2.9181E-03    2.9165E-03    2.9335E-03    2.9368E-03    2.9350E-03
1.3265E+01    2.9178E-03    2.9155E-03    2.9287E-03    2.9312E-03    2.9351E-03
1.3318E+01    2.9199E-03    2.9180E-03    2.9319E-03    2.9348E-03    2.9359E-03
1.3372E+01    2.9256E-03    2.9233E-03    2.9362E-03    2.9393E-03    2.9396E-03
1.3425E+01    2.9205E-03    2.9179E-03    2.9274E-03    2.9297E-03    2.9386E-03
1.3479E+01    2.9346E-03    2.9314E-03    2.9385E-03    2.9400E-03    2.9414E-03
1.3533E+01    2.9266E-03    2.9236E-03    2.9305E-03    2.9323E-03    2.9432E-03
1.3587E+01    2.9293E-03    2.9261E-03    2.9317E-03    2.9331E-03    2.9460E-03
1.3641E+01    2.9271E-03    2.9240E-03    2.9311E-03    2.9331E-03    2.9487E-03
1.3696E+01    2.9300E-03    2.9270E-03    2.9344E-03    2.9368E-03    2.9520E-03
1.3750E+01    2.9260E-03    2.9229E-03    2.9281E-03    2.9298E-03    2.9516E-03
1.3805E+01    2.9260E-03    2.9230E-03    2.9285E-03    2.9305E-03    2.9523E-03
1.3861E+01    2.9416E-03    2.9379E-03    2.9437E-03    2.9450E-03    2.9524E-03
1.3916E+01    2.9443E-03    2.9406E-03    2.9468E-03    2.9483E-03    2.9535E-03
1.3972E+01    2.9305E-03    2.9273E-03    2.9332E-03    2.9355E-03    2.9522E-03
1.4028E+01    2.9391E-03    2.9355E-03    2.9420E-03    2.9440E-03    2.9534E-03
1.4084E+01    2.9370E-03    2.9335E-03    2.9403E-03    2.9430E-03    2.9573E-03
1.4140E+01    2.9392E-03    2.9356E-03    2.9421E-03    2.9445E-03    2.9555E-03
1.4196E+01    2.9445E-03    2.9409E-03    2.9482E-03    2.9506E-03    2.9580E-03
1.4253E+01    2.9433E-03    2.9395E-03    2.9458E-03    2.9476E-03    2.9571E-03
1.4310E+01    2.9480E-03    2.9441E-03    2.9513E-03    2.9530E-03    2.9568E-03
1.4367E+01    2.9565E-03    2.9522E-03    2.9587E-03    2.9596E-03    2.9556E-03
1.4425E+01    2.9571E-03    2.9529E-03    2.9598E-03    2.9608E-03    2.9582E-03
1.4483E+01    2.9565E-03    2.9521E-03    2.9589E-03    2.9600E-03    2.9574E-03
1.4540E+01    2.9627E-03    2.9581E-03    2.9650E-03    2.9659E-03    2.9573E-03
1.4599E+01    2.9692E-03    2.9644E-03    2.9721E-03    2.9729E-03    2.9582E-03
1.4657E+01    2.9641E-03    2.9594E-03    2.9665E-03    2.9673E-03    2.9563E-03
1.4716E+01    2.9694E-03    2.9646E-03    2.9718E-03    2.9725E-03    2.9552E-03
1.4774E+01    2.9696E-03    2.9647E-03    2.9720E-03    2.9726E-03    2.9537E-03
1.4834E+01    2.9663E-03    2.9615E-03    2.9686E-03    2.9692E-03    2.9523E-03
1.4893E+01    2.9670E-03    2.9622E-03    2.9693E-03    2.9699E-03    2.9508E-03
1.4952E+01    2.9966E-03    2.9907E-03    2.9995E-03    3.0000E-03    2.9506E-03
1.5012E+01    2.9710E-03    2.9661E-03    2.9733E-03    2.9738E-03    2.9483E-03
1.5072E+01    2.9652E-03    2.9605E-03    2.9675E-03    2.9680E-03    2.9458E-03
1.5132E+01    2.9667E-03    2.9620E-03    2.9690E-03    2.9695E-03    2.9445E-03
1.5193E+01    2.9632E-03    2.9586E-03    2.9654E-03    2.9659E-03    2.9423E-03
1.5254E+01    2.9663E-03    2.9616E-03    2.9686E-03    2.9691E-03    2.9409E-03
1.5315E+01    2.9680E-03    2.9632E-03    2.9703E-03    2.9707E-03    2.9395E-03
1.5376E+01    2.9589E-03    2.9544E-03    2.9610E-03    2.9615E-03    2.9374E-03
1.5437E+01    2.9607E-03    2.9562E-03    2.9628E-03    2.9633E-03    2.9357E-03
1.5499E+01    2.9613E-03    2.9568E-03    2.9634E-03    2.9639E-03    2.9355E-03
1.5561E+01    2.9512E-03    2.9471E-03    2.9530E-03    2.9536E-03    2.9334E-03
1.5623E+01    2.9476E-03    2.9437E-03    2.9497E-03    2.9502E-03    2.9314E-03
1.5686E+01    2.9471E-03    2.9431E-03    2.9488E-03    2.9493E-03    2.9311E-03
1.5749E+01    2.9426E-03    2.9388E-03    2.9442E-03    2.9448E-03    2.9319E-03
1.5812E+01    2.9375E-03    2.9339E-03    2.9390E-03    2.9396E-03    2.9317E-03
1.5875E+01    2.9377E-03    2.9341E-03    2.9393E-03    2.9398E-03    2.9309E-03
1.5938E+01    2.9334E-03    2.9300E-03    2.9349E-03    2.9355E-03    2.9303E-03
1.6002E+01    2.9356E-03    2.9322E-03    2.9377E-03    2.9382E-03    2.9306E-03
1.6066E+01    2.9279E-03    2.9247E-03    2.9293E-03    2.9299E-03    2.9301E-03
1.6130E+01    2.9269E-03    2.9237E-03    2.9283E-03    2.9288E-03    2.9305E-03
1.6195E+01    2.9592E-03    2.9548E-03    2.9612E-03    2.9616E-03    2.9355E-03
1.6259E+01    2.9324E-03    2.9291E-03    2.9339E-03    2.9345E-03    2.9321E-03
1.6325E+01    2.9279E-03    2.9247E-03    2.9293E-03    2.9299E-03    2.9325E-03
1.6390E+01    2.9288E-03    2.9256E-03    2.9303E-03    2.9309E-03    2.9335E-03
1.6455E+01    2.9257E-03    2.9226E-03    2.9272E-03    2.9279E-03    2.9336E-03
1.6521E+01    2.9291E-03    2.9258E-03    2.9306E-03    2.9313E-03    2.9344E-03
1.6587E+01    2.9232E-03    2.9202E-03    2.9247E-03    2.9255E-03    2.9355E-03
1.6654E+01    2.9243E-03    2.9213E-03    2.9258E-03    2.9265E-03    2.9213E-03
1.6720E+01    2.9265E-03    2.9234E-03    2.9279E-03    2.9284E-03    2.8884E-03
1.6787E+01    2.9232E-03    2.9202E-03    2.9245E-03    2.9250E-03    2.8867E-03
1.6854E+01    2.9200E-03    2.9172E-03    2.9213E-03    2.9218E-03    2.8850E-03
1.6921E+01    2.9198E-03    2.9170E-03    2.9213E-03    2.9216E-03    2.8850E-03
1.6989E+01    2.9151E-03    2.9124E-03    2.9164E-03    2.9169E-03    2.8825E-03
1.7057E+01    2.9170E-03    2.9143E-03    2.9184E-03    2.9189E-03    2.8836E-03
1.7125E+01    2.9125E-03    2.9100E-03    2.9140E-03    2.9144E-03    2.8814E-03
1.7194E+01    2.9171E-03    2.9145E-03    2.9190E-03    2.9194E-03    2.8839E-03
1.7263E+01    2.9100E-03    2.9076E-03    2.9115E-03    2.9120E-03    2.8802E-03
1.7332E+01    2.9161E-03    2.9134E-03    2.9176E-03    2.9180E-03    2.8835E-03
1.7401E+01    2.9113E-03    2.9089E-03    2.9129E-03    2.9133E-03    2.8810E-03
1.7470E+01    2.9095E-03    2.9071E-03    2.9111E-03    2.9116E-03    2.8801E-03
1.7540E+01    2.9113E-03    2.9089E-03    2.9129E-03    2.9132E-03    2.8811E-03
1.7610E+01    2.9127E-03    2.9103E-03    2.9143E-03    2.9145E-03    2.8818E-03
1.7681E+01    2.9069E-03    2.9047E-03    2.9085E-03    2.9089E-03    2.8789E-03
1.7752E+01    2.9105E-03    2.9081E-03    2.9121E-03    2.9123E-03    2.8807E-03
1.7823E+01    2.9048E-03    2.9027E-03    2.9064E-03    2.9068E-03    2.8776E-03
1.7894E+01    2.9034E-03    2.9015E-03    2.9050E-03    2.9056E-03    2.8770E-03
1.7965E+01    2.9059E-03    2.9038E-03    2.9075E-03    2.9079E-03    2.8783E-03
1.8037E+01    2.9083E-03    2.9061E-03    2.9099E-03    2.9102E-03    2.8795E-03
1.8109E+01    2.9055E-03    2.9033E-03    2.9071E-03    2.9074E-03    2.8783E-03
1.8182E+01    2.9081E-03    2.9058E-03    2.9096E-03    2.9098E-03    2.8796E-03
1.8254E+01    2.9082E-03    2.9061E-03    2.9098E-03    2.9099E-03    2.8798E-03
1.8327E+01    2.9161E-03    2.9136E-03    2.9178E-03    2.9180E-03    2.8837E-03
1.8401E+01    2.9075E-03    2.9056E-03    2.9091E-03    2.9095E-03    2.8795E-03
1.8474E+01    2.9071E-03    2.9051E-03    2.9093E-03    2.9098E-03    2.8795E-03
1.8548E+01    2.9038E-03    2.9017E-03    2.9054E-03    2.9057E-03    2.8778E-03
1.8622E+01    2.9091E-03    2.9070E-03    2.9110E-03    2.9114E-03    2.8801E-03
1.8697E+01    2.9065E-03    2.9050E-03    2.9084E-03    2.9089E-03    2.8792E-03
1.8772E+01    2.9035E-03    2.9020E-03    2.9058E-03    2.9066E-03    2.8788E-03
1.8847E+01    2.9028E-03    2.9017E-03    2.9057E-03    2.9069E-03    2.8780E-03
1.8922E+01    2.9054E-03    2.9034E-03    2.9072E-03    2.9076E-03    2.8785E-03
1.8998E+01    2.9127E-03    2.9105E-03    2.9152E-03    2.9160E-03    2.8823E-03
1.9074E+01    2.9064E-03    2.9045E-03    2.9086E-03    2.9092E-03    2.8790E-03
1.9150E+01    2.9048E-03    2.9035E-03    2.9101E-03    2.9122E-03    2.8798E-03
1.9226E+01    2.9101E-03    2.9082E-03    2.9153E-03    2.9175E-03    2.8824E-03
1.9303E+01    2.9115E-03    2.9091E-03    2.9131E-03    2.9133E-03    2.8812E-03
1.9380E+01    2.9097E-03    2.9076E-03    2.9114E-03    2.9116E-03    2.8803E-03
1.9458E+01    2.9047E-03    2.9026E-03    2.9065E-03    2.9070E-03    2.8778E-03
1.9536E+01    2.9052E-03    2.9039E-03    2.9084E-03    2.9090E-03    2.8791E-03
1.9614E+01    2.9070E-03    2.9051E-03    2.9097E-03    2.9102E-03    2.8795E-03
1.9692E+01    2.9126E-03    2.9104E-03    2.9143E-03    2.9145E-03    2.8820E-03
1.9771E+01    2.9089E-03    2.9068E-03    2.9105E-03    2.9106E-03    2.8802E-03
1.9850E+01    2.9077E-03    2.9060E-03    2.9099E-03    2.9102E-03    2.8800E-03
1.9930E+01    2.9122E-03    2.9099E-03    2.9140E-03    2.9142E-03    2.8823E-03
2.0009E+01    2.9042E-03    2.9024E-03    2.9058E-03    2.9059E-03    2.8776E-03
2.0089E+01    2.9018E-03    2.8999E-03    2.9032E-03    2.9033E-03    2.8760E-03
2.0170E+01    2.9015E-03    2.8995E-03    2.9030E-03    2.9032E-03    2.8761E-03
2.0250E+01    2.9048E-03    2.9027E-03    2.9062E-03    2.9063E-03    2.8776E-03
2.0331E+01    2.9104E-03    2.9082E-03    2.9120E-03    2.9119E-03    2.8809E-03
2.0412E+01    2.9038E-03    2.9017E-03    2.9052E-03    2.9052E-03    2.8772E-03
2.0494E+01    2.9034E-03    2.9013E-03    2.9048E-03    2.9048E-03    2.8769E-03
2.0576E+01    2.9078E-03    2.9056E-03    2.9092E-03    2.9092E-03    2.8793E-03
2.0658E+01    2.9149E-03    2.9126E-03    2.9166E-03    2.9165E-03    2.8828E-03
2.0741E+01    2.9064E-03    2.9042E-03    2.9078E-03    2.9078E-03    2.8784E-03
2.0824E+01    2.9046E-03    2.9025E-03    2.9060E-03    2.9060E-03    2.8776E-03
2.0907E+01    2.9034E-03    2.9013E-03    2.9048E-03    2.9048E-03    2.8770E-03
2.0991E+01    2.9069E-03    2.9048E-03    2.9084E-03    2.9083E-03    2.8788E-03
2.1075E+01    2.9077E-03    2.9055E-03    2.9092E-03    2.9092E-03    2.8791E-03
2.1159E+01    2.9204E-03    2.9177E-03    2.9228E-03    2.9227E-03    2.8861E-03
2.1244E+01    2.9089E-03    2.9066E-03    2.9103E-03    2.9103E-03    2.8797E-03
2.1328E+01    2.9081E-03    2.9058E-03    2.9095E-03    2.9095E-03    2.8793E-03
2.1414E+01    2.9074E-03    2.9051E-03    2.9088E-03    2.9088E-03    2.8790E-03
2.1499E+01    2.9033E-03    2.9012E-03    2.9047E-03    2.9047E-03    2.8768E-03
2.1585E+01    2.9061E-03    2.9039E-03    2.9076E-03    2.9076E-03    2.8783E-03
2.1672E+01    2.9089E-03    2.9066E-03    2.9104E-03    2.9103E-03    2.8799E-03
2.1758E+01    2.9090E-03    2.9067E-03    2.9104E-03    2.9104E-03    2.8798E-03
2.1845E+01    2.9198E-03    2.9172E-03    2.9218E-03    2.9217E-03    2.8855E-03
2.1933E+01    2.9105E-03    2.9081E-03    2.9120E-03    2.9119E-03    2.8806E-03
2.2020E+01    2.9070E-03    2.9048E-03    2.9084E-03    2.9084E-03    2.8789E-03
2.2108E+01    2.9113E-03    2.9090E-03    2.9133E-03    2.9132E-03    2.8812E-03
2.2197E+01    2.9051E-03    2.9029E-03    2.9065E-03    2.9065E-03    2.8778E-03
2.2286E+01    2.9045E-03    2.9024E-03    2.9059E-03    2.9059E-03    2.8776E-03
2.2375E+01    2.9100E-03    2.9077E-03    2.9115E-03    2.9114E-03    2.8805E-03
2.2464E+01    2.9065E-03    2.9043E-03    2.9079E-03    2.9079E-03    2.8787E-03
2.2554E+01    2.9121E-03    2.9097E-03    2.9137E-03    2.9136E-03    2.8815E-03
2.2644E+01    2.9181E-03    2.9154E-03    2.9198E-03    2.9197E-03    2.8844E-03
2.2735E+01    2.9069E-03    2.9047E-03    2.9084E-03    2.9083E-03    2.8791E-03
2.2826E+01    2.9060E-03    2.9038E-03    2.9074E-03    2.9074E-03    2.8785E-03
2.2917E+01    2.9110E-03    2.9086E-03    2.9125E-03    2.9125E-03    2.8811E-03
2.3009E+01    2.9074E-03    2.9052E-03    2.9089E-03    2.9089E-03    2.8793E-03
2.3101E+01    2.9062E-03    2.9040E-03    2.9076E-03    2.9076E-03    2.8790E-03
2.3193E+01    2.9143E-03    2.9118E-03    2.9159E-03    2.9159E-03    2.8834E-03
2.3286E+01    2.9073E-03    2.9050E-03    2.9087E-03    2.9087E-03    2.8799E-03
2.3379E+01    2.9064E-03    2.9042E-03    2.9078E-03    2.9078E-03    2.8796E-03
2.3472E+01    2.9140E-03    2.9115E-03    2.9156E-03    2.9157E-03    2.8845E-03
2.3566E+01    2.9099E-03    2.9075E-03    2.9114E-03    2.9113E-03    2.8824E-03
2.3660E+01    2.9137E-03    2.9112E-03    2.9153E-03    2.9154E-03    2.8856E-03
2.3755E+01    2.9139E-03    2.9114E-03    2.9161E-03    2.9167E-03    2.8881E-03
2.3850E+01    2.9238E-03    2.9209E-03    2.9257E-03    2.9256E-03    2.8892E-03
2.3945E+01    2.9165E-03    2.9139E-03    2.9183E-03    2.9184E-03    2.8892E-03
2.4041E+01    2.9098E-03    2.9075E-03    2.9115E-03    2.9119E-03    2.8893E-03
2.4137E+01    2.9075E-03    2.9053E-03    2.9098E-03    2.9106E-03    2.8918E-03
2.4234E+01    2.9056E-03    2.9034E-03    2.9077E-03    2.9089E-03    2.8934E-03
2.4331E+01    2.9047E-03    2.9025E-03    2.9071E-03    2.9089E-03    2.8945E-03
2.4428E+01    2.9046E-03    2.9025E-03    2.9102E-03    2.9129E-03    2.8960E-03
2.4526E+01    2.9044E-03    2.9023E-03    2.9073E-03    2.9097E-03    2.8960E-03
2.4624E+01    2.9067E-03    2.9045E-03    2.9100E-03    2.9134E-03    2.8998E-03
2.4722E+01    2.9057E-03    2.9036E-03    2.9082E-03    2.9104E-03    2.8967E-03
2.4821E+01    2.9065E-03    2.9043E-03    2.9099E-03    2.9130E-03    2.8994E-03
2.4920E+01    2.9104E-03    2.9081E-03    2.9130E-03    2.9149E-03    2.8991E-03
2.5020E+01    2.9196E-03    2.9169E-03    2.9233E-03    2.9246E-03    2.9016E-03
2.5120E+01    2.9187E-03    2.9161E-03    2.9209E-03    2.9215E-03    2.8985E-03
2.5220E+01    2.9200E-03    2.9173E-03    2.9231E-03    2.9252E-03    2.9025E-03
2.5321E+01    2.9158E-03    2.9133E-03    2.9176E-03    2.9179E-03    2.8952E-03
2.5423E+01    2.9123E-03    2.9099E-03    2.9147E-03    2.9160E-03    2.8980E-03
2.5524E+01    2.9084E-03    2.9061E-03    2.9138E-03    2.9168E-03    2.9006E-03
2.5626E+01    2.9073E-03    2.9051E-03    2.9103E-03    2.9125E-03    2.8976E-03
2.5729E+01    2.9080E-03    2.9058E-03    2.9102E-03    2.9117E-03    2.8958E-03
2.5832E+01    2.9101E-03    2.9078E-03    2.9137E-03    2.9151E-03    2.8954E-03
2.5935E+01    2.9216E-03    2.9188E-03    2.9243E-03    2.9249E-03    2.8943E-03
2.6039E+01    2.9171E-03    2.9145E-03    2.9198E-03    2.9214E-03    2.8971E-03
2.6143E+01    2.9094E-03    2.9071E-03    2.9112E-03    2.9119E-03    2.8921E-03
2.6247E+01    2.9082E-03    2.9060E-03    2.9099E-03    2.9104E-03    2.8910E-03
2.6352E+01    2.9085E-03    2.9063E-03    2.9110E-03    2.9127E-03    2.8923E-03
2.6458E+01    2.9122E-03    2.9098E-03    2.9142E-03    2.9149E-03    2.8885E-03
2.6563E+01    2.9190E-03    2.9164E-03    2.9214E-03    2.9214E-03    2.8882E-03
2.6670E+01    2.9215E-03    2.9187E-03    2.9234E-03    2.9234E-03    2.8879E-03
2.6776E+01    2.9140E-03    2.9115E-03    2.9156E-03    2.9156E-03    2.8845E-03
2.6883E+01    2.9110E-03    2.9087E-03    2.9126E-03    2.9126E-03    2.8832E-03
2.6991E+01    2.9203E-03    2.9176E-03    2.9227E-03    2.9226E-03    2.8862E-03
2.7099E+01    2.9149E-03    2.9124E-03    2.9165E-03    2.9165E-03    2.8833E-03
2.7207E+01    2.9092E-03    2.9069E-03    2.9107E-03    2.9107E-03    2.8804E-03
2.7316E+01    2.9078E-03    2.9055E-03    2.9093E-03    2.9093E-03    2.8795E-03
2.7425E+01    2.9076E-03    2.9054E-03    2.9091E-03    2.9091E-03    2.8793E-03
2.7535E+01    2.9099E-03    2.9076E-03    2.9115E-03    2.9115E-03    2.8805E-03
2.7645E+01    2.9097E-03    2.9074E-03    2.9112E-03    2.9112E-03    2.8803E-03
2.7755E+01    2.9104E-03    2.9081E-03    2.9119E-03    2.9119E-03    2.8806E-03
2.7866E+01    2.9162E-03    2.9136E-03    2.9179E-03    2.9179E-03    2.8836E-03
2.7978E+01    2.9256E-03    2.9226E-03    2.9280E-03    2.9280E-03    2.8888E-03
2.8090E+01    2.9153E-03    2.9127E-03    2.9169E-03    2.9168E-03    2.8831E-03
2.8202E+01    2.9230E-03    2.9202E-03    2.9249E-03    2.9248E-03    2.8870E-03
2.8315E+01    2.9160E-03    2.9134E-03    2.9176E-03    2.9176E-03    2.8835E-03
2.8428E+01    2.9262E-03    2.9232E-03    2.9285E-03    2.9285E-03    2.8892E-03
2.8542E+01    2.9226E-03    2.9199E-03    2.9248E-03    2.9247E-03    2.8869E-03
2.8656E+01    2.9184E-03    2.9158E-03    2.9201E-03    2.9201E-03    2.8847E-03
2.8770E+01    2.9129E-03    2.9105E-03    2.9146E-03    2.9146E-03    2.8822E-03
2.8885E+01    2.9157E-03    2.9131E-03    2.9174E-03    2.9173E-03    2.8832E-03
2.9001E+01    2.9111E-03    2.9088E-03    2.9127E-03    2.9126E-03    2.8810E-03
2.9117E+01    2.9161E-03    2.9135E-03    2.9178E-03    2.9177E-03    2.8835E-03
2.9233E+01    2.9122E-03    2.9098E-03    2.9137E-03    2.9137E-03    2.8816E-03
2.9350E+01    2.9208E-03    2.9181E-03    2.9226E-03    2.9226E-03    2.8858E-03
2.9468E+01    2.9125E-03    2.9101E-03    2.9140E-03    2.9140E-03    2.8816E-03
2.9585E+01    2.9117E-03    2.9094E-03    2.9133E-03    2.9133E-03    2.8812E-03
2.9704E+01    2.9144E-03    2.9119E-03    2.9160E-03    2.9160E-03    2.8826E-03
2.9822E+01    2.9273E-03    2.9244E-03    2.9295E-03    2.9294E-03    2.8892E-03
2.9942E+01    2.9184E-03    2.9157E-03    2.9201E-03    2.9201E-03    2.8846E-03
